"범죄별","발생지별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"횡령","달성군","범죄 발생지","","49","60","56","64","84","82","101","106","121","94","122","159","151","230",
"횡령","군위군","범죄 발생지","","","","","","","","","","","","","","3","11",
"횡령","중구","범죄 발생지","","200","144","162","151","235","281","319","406","510","448","279","351","827","1096",
"횡령","동구","범죄 발생지","","25","27","37","48","51","62","46","55","81","67","92","58","90","74",
"횡령","서구","범죄 발생지","","177","216","408","391","476","461","486","582","660","637","566","821","950","841",
"횡령","미추홀","범죄 발생지","","244","306","403","408","479","473","490","595","855","912","707","728","781","679",
"횡령","연수","범죄 발생지","","100","133","186","207","267","249","237","257","297","430","421","477","671","566",
"횡령","남동","범죄 발생지","","199","261","388","424","443","462","434","544","721","700","659","688","836","751",
"횡령","부평","범죄 발생지","","219","319","391","385","541","659","579","687","731","703","639","739","719","740",
"횡령","계양","범죄 발생지","","115","139","235","245","279","348","303","240","319","348","278","278","294","299",
"횡령","강화군","범죄 발생지","","26","20","40","33","55","56","44","64","76","43","47","64","48","57",
"횡령","옹진군","범죄 발생지","","6","18","14","10","18","16","11","8","11","14","11","10","16","9",
"횡령","동구","범죄 발생지","","112","117","147","211","247","265","280","290","240","213","180","234","251","236",
"횡령","서구","범죄 발생지","","185","217","257","312","351","396","344","313","366","435","376","451","415","427",
"횡령","남구","범죄 발생지","","87","95","104","140","123","166","129","135","142","148","173","151","175","161",
"횡령","북구","범죄 발생지","","281","233","250","344","362","385","366","386","500","474","415","472","436","436",
"횡령","광산","범죄 발생지","","167","243","266","311","371","343","407","406","496","436","418","382","379","428",
"횡령","중구","범죄 발생지","","123","188","203","212","304","386","351","314","255","289","347","375","288","288",
"횡령","동구","범죄 발생지","","2","40","135","142","182","228","233","241","202","233","218","239","279","243",
"횡령","서구","범죄 발생지","","223","270","305","352","421","383","393","446","445","411","375","428","474","528",
"횡령","유성","범죄 발생지","","145","125","129","221","222","249","252","270","210","222","182","265","305","290",
"횡령","대덕","범죄 발생지","","94","81","111","96","108","139","133","117","165","151","124","168","135","138",
"횡령","중구","범죄 발생지","","57","83","62","89","157","140","152","123","131","118","102","138","122","126",
"횡령","동구","범죄 발생지","","35","54","51","66","95","109","98","116","96","107","128","120","109","125",
"횡령","남구","범죄 발생지","","228","221","238","277","329","415","431","335","357","326","293","306","362","386",
"횡령","북구","범죄 발생지","","59","40","50","53","81","69","83","86","87","87","94","106","94","90",
"횡령","울주군","범죄 발생지","","70","113","134","101","153","113","132","158","142","132","131","116","170","204",
"배임","종로","범죄 발생지","","56","51","44","51","69","53","44","61","47","54","33","27","36","42",
"배임","중구","범죄 발생지","","68","67","48","81","87","62","101","75","77","59","58","44","44","52",
"배임","용산","범죄 발생지","","36","28","39","46","55","36","46","40","36","35","26","32","39","54",
"배임","성동","범죄 발생지","","35","33","37","51","49","43","43","32","36","25","28","31","32","32",
"배임","광진","범죄 발생지","","42","38","39","48","49","26","44","30","25","28","26","17","24","27",
"배임","동대문","범죄 발생지","","47","37","39","45","53","54","33","35","34","41","26","33","31","26",
"배임","중랑","범죄 발생지","","28","29","24","30","31","24","16","18","22","12","8","8","10","20",
"배임","성북","범죄 발생지","","42","35","27","43","41","42","27","26","24","17","15","18","17","31",
"배임","강북","범죄 발생지","","25","32","29","28","23","22","12","23","19","23","10","11","15","18",
"배임","도봉","범죄 발생지","","15","32","20","21","41","17","20","24","19","21","10","19","7","9",
"배임","노원","범죄 발생지","","35","46","32","39","36","18","30","25","26","19","14","19","19","16",
"배임","은평","범죄 발생지","","19","33","24","31","32","29","23","24","28","32","19","36","24","28",
"배임","서대문","범죄 발생지","","28","44","54","38","38","30","34","44","21","23","23","21","17","18",
"배임","마포","범죄 발생지","","46","40","43","74","54","70","56","52","57","38","52","93","53","47",
"배임","양천","범죄 발생지","","41","41","49","47","44","51","38","25","42","28","21","27","61","24",
"배임","강서","범죄 발생지","","77","57","57","49","36","55","33","51","48","49","40","33","41","43",
"배임","구로","범죄 발생지","","47","36","67","46","37","30","43","45","52","39","28","20","23","24",
"배임","금천","범죄 발생지","","34","27","34","41","42","42","41","40","36","48","31","37","29","32",
"배임","영등포","범죄 발생지","","78","75","64","87","109","98","73","90","88","84","58","61","62","82",
"배임","동작","범죄 발생지","","34","51","172","36","39","43","33","22","36","25","22","21","23","25",
"배임","관악","범죄 발생지","","32","31","30","31","33","32","35","27","26","29","12","22","22","41",
"배임","서초","범죄 발생지","","158","184","141","152","160","139","149","142","171","127","106","97","291","293",
"배임","강남","범죄 발생지","","244","226","209","290","242","206","221","283","239","200","223","210","268","307",
"배임","송파","범죄 발생지","","72","49","62","65","91","61","103","122","95","80","54","74","68","94",
"배임","강동","범죄 발생지","","31","48","28","46","45","34","34","43","45","30","17","18","23","22",
"배임","중구","범죄 발생지","","10","7","10","32","29","7","8","9","33","9","7","15","24","7",
"배임","서구","범죄 발생지","","4","12","6","19","24","19","12","14","11","9","6","21","13","14",
"배임","동구","범죄 발생지","","13","15","10","24","24","11","9","23","16","13","10","22","18","25",
"배임","영도","범죄 발생지","","10","11","5","10","26","6","10","11","11","13","6","10","71","12",
"배임","부산진","범죄 발생지","","31","31","35","43","49","57","45","41","49","59","29","31","36","52",
"배임","동래","범죄 발생지","","21","21","17","29","15","22","13","26","33","32","18","13","14","19",
"배임","남구","범죄 발생지","","28","17","24","15","27","15","25","29","40","26","25","18","34","25",
"배임","북구","범죄 발생지","","17","10","11","13","25","29","23","14","21","15","12","14","11","14",
"배임","해운대","범죄 발생지","","126","20","60","53","43","68","74","54","61","46","50","54","48","42",
"배임","사하","범죄 발생지","","18","34","23","41","33","47","31","34","26","38","15","14","22","21",
"배임","금정","범죄 발생지","","24","28","13","40","12","20","18","20","42","33","14","13","18","15",
"배임","강서","범죄 발생지","","16","12","15","20","17","23","20","14","31","17","13","13","20","20",
"배임","연제","범죄 발생지","","19","29","23","40","33","30","30","28","39","40","22","16","40","29",
"배임","수영","범죄 발생지","","16","10","16","16","19","18","27","6","19","11","13","18","15","12",
"배임","사상","범죄 발생지","","21","15","14","24","33","26","23","25","26","28","14","12","11","24",
"배임","기장군","범죄 발생지","","9","128","12","35","17","19","15","17","18","17","19","15","16","16",
"배임","중구","범죄 발생지","","11","10","14","19","12","12","13","6","12","12","11","24","10","14",
"배임","동구","범죄 발생지","","16","17","15","16","13","15","16","25","22","21","11","16","16","24",
"배임","서구","범죄 발생지","","5","5","8","8","13","15","18","15","29","17","12","14","7","12",
"배임","남구","범죄 발생지","","10","5","11","8","13","7","13","7","7","9","13","3","3","6",
"배임","북구","범죄 발생지","","11","20","22","23","29","22","19","19","30","30","18","16","15","10",
"배임","수성","범죄 발생지","","16","27","35","51","36","48","34","48","46","34","35","41","39","27",
"배임","달서","범죄 발생지","","38","37","21","45","47","53","52","40","45","26","30","24","25","28",
"배임","달성군","범죄 발생지","","6","8","5","16","11","20","23","9","10","6","8","11","17","21",
"배임","군위군","범죄 발생지","","","","","","","","","","","","","","-","2",
"배임","중구","범죄 발생지","","31","11","19","37","30","23","24","35","18","12","15","15","18","23",
"배임","동구","범죄 발생지","","4","3","8","4","5","1","3","7","9","3","3","3","5","4",
"배임","서구","범죄 발생지","","31","25","33","62","35","38","32","52","43","51","34","43","44","42",
"배임","미추홀","범죄 발생지","","41","47","63","39","33","47","34","41","43","28","31","18","37","23",
"배임","연수","범죄 발생지","","10","12","31","22","20","47","33","29","23","34","32","32","48","31",
"배임","남동","범죄 발생지","","33","34","47","65","36","48","30","35","38","25","26","42","38","31",
"배임","부평","범죄 발생지","","47","25","32","26","28","35","29","29","42","19","19","32","28","35",
"배임","계양","범죄 발생지","","16","20","18","17","17","29","14","19","11","11","23","13","15","11",
"배임","강화군","범죄 발생지","","3","15","10","10","7","8","7","13","8","8","11","1","3","1",
"배임","옹진군","범죄 발생지","","1","-","2","3","6","2","4","2","6","-","-","1","-","1",
"배임","동구","범죄 발생지","","28","16","12","26","27","24","17","30","29","19","12","15","20","14",
"배임","서구","범죄 발생지","","20","23","14","35","41","51","32","35","33","42","18","33","37","47",
"배임","남구","범죄 발생지","","14","12","18","13","13","16","4","15","20","15","24","26","18","26",
"배임","북구","범죄 발생지","","31","22","21","72","43","33","24","37","38","40","27","30","27","24",
"배임","광산","범죄 발생지","","22","16","20","40","32","39","16","18","51","30","17","19","15","26",
"배임","중구","범죄 발생지","","12","25","5","31","9","11","13","14","17","22","17","22","11","11",
"배임","동구","범죄 발생지","","-","3","15","13","19","11","13","8","9","11","9","6","12","7",
"배임","서구","범죄 발생지","","40","43","34","38","39","39","35","40","36","35","32","43","26","31",
"배임","유성","범죄 발생지","","22","11","22","26","24","27","37","24","41","34","50","43","35","39",
